date,sentiment,preds,negative,neutral,positive
2013-09-27,0.0,,0.0,1.0,0.0
2013-11-27,0.0,,0.0,1.0,0.0
2014-05-14,0.0,,0.0,1.0,0.0
2014-09-18,0.0,,0.0,1.0,0.0
2014-09-25,0.0,,0.0,1.0,0.0
2014-09-27,0.0,,0.0,1.0,0.0
2014-10-14,0.0,,0.0,1.0,0.0
2015-03-23,0.0,,0.0,1.0,0.0
2015-05-18,0.0,,0.0,1.0,0.0
2015-07-09,0.0,,0.0,1.0,0.0
2015-08-07,0.0,,0.0,1.0,0.0
2015-08-14,0.0,,0.0,1.0,0.0
2015-08-24,0.0,,0.0,1.0,0.0
2015-10-12,0.0,,0.0,1.0,0.0
2015-10-14,0.0,,0.0,1.0,0.0
2015-10-19,0.0,,0.0,1.0,0.0
2015-10-31,0.0,,0.0,1.0,0.0
2015-11-12,0.0,,0.0,1.0,0.0
2015-11-27,0.0,,0.0,1.0,0.0
2015-11-30,0.0,,0.0,1.0,0.0
2015-12-08,0.0,,0.0,1.0,0.0
2015-12-11,0.0,,0.0,1.0,0.0
2015-12-15,0.0,,0.0,1.0,0.0
2015-12-18,0.0,,0.0,1.0,0.0
2015-12-19,0.0,,0.0,1.0,0.0
2015-12-20,0.0,,0.0,1.0,0.0
2015-12-30,0.0,,0.0,1.0,0.0
2016-01-05,0.0,,0.0,1.0,0.0
2016-03-08,0.0,,0.0,1.0,0.0
2016-03-11,0.0,,0.0,1.0,0.0
2016-03-17,0.0,,0.0,1.0,0.0
2016-03-21,0.5,,0.0,0.5,0.5
2016-03-23,0.0,,0.0,1.0,0.0
2016-03-24,0.0,,0.0,1.0,0.0
2016-04-13,0.0,,0.0,1.0,0.0
2016-04-14,0.0,,0.0,1.0,0.0
2016-04-15,0.0,,0.0,1.0,0.0
2016-04-19,0.0,,0.0,1.0,0.0
2016-04-24,0.0,,0.0,1.0,0.0
2016-05-05,0.0,,0.0,1.0,0.0
2016-05-10,0.0,,0.0,1.0,0.0
2016-05-24,0.0,,0.0,1.0,0.0
2016-06-01,0.0,,0.0,1.0,0.0
2016-06-07,0.0,,0.0,1.0,0.0
2016-06-27,0.0,,0.0,1.0,0.0
2016-07-06,0.0,,0.0,1.0,0.0
2016-07-11,0.0,,0.0,1.0,0.0
2016-07-12,0.0,,0.0,1.0,0.0
2016-07-14,0.0,,0.0,1.0,0.0
2016-07-21,0.0,,0.0,1.0,0.0
2016-07-26,0.0,,0.0,1.0,0.0
2016-07-27,0.0,,0.0,1.0,0.0
2016-08-10,0.0,,0.0,1.0,0.0
2016-08-18,0.0,,0.0,1.0,0.0
2016-08-25,0.0,,0.0,1.0,0.0
2016-08-30,0.0,,0.0,1.0,0.0
2016-09-02,0.0,,0.0,1.0,0.0
2016-09-15,0.0,,0.0,1.0,0.0
2016-09-19,0.0,,0.0,1.0,0.0
